"share_minutes_cluster_0","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance"
0.0300221411386828,-0.0103052699596654,-0.149318314179085,0.150057419691422,-0.0101336572156177,0,0,0,0.459264730397061,2.76760018356913,-0.551299193950395,-24.4475863463236,"2019-10-30aacCCdeeghillnov",2019-10-30,"Cleveland","Chicago","Chicago","Cleveland",0.0300221411386828,-0.0196998216629456,-21.7720206263078
-0.00591345204246783,0,-0.298636628358169,0.150057419691422,0,0,0,0,1.1607075773347,6.99460309378491,-1.05836502972508,-46.933626484608,"2019-10-30aBeeiklMnoostuw",2019-10-30,"Boston","Milwaukee","Milwaukee","Boston",-0.00591345204246783,-0.148579208666747,-39.8366808432135
0.0373002359601817,-0.0374844019940151,-0.149318314179085,0.300114839382844,-0.0368601775816167,0,0,0.659474193191946,0.612662413493069,3.69199830908716,-1.0620576445309,-47.0973769857871,"2019-10-30aghHinnnooossttuW",2019-10-30,"Washington","Houston","Washington","Houston",0.0373002359601817,0.735926138820073,-43.8547739077378
-0.012736665937623,0,-0.149318314179085,0.150057419691422,0,0,0,0,0.937288608047727,5.64824588521622,-1.20726045881123,-53.536454675001,"2019-10-30DeinoooorrtttT",2019-10-30,"Toronto","Detroit","Detroit","Toronto",-0.012736665937623,0.000739105512337496,-48.1581806405483
-0.0197792902052336,-0.0208668603482484,-0.0789174819024241,0.231684488263726,-0.0204287093702749,0,0,0,2.12300377663541,11.2150018061278,-1.14512499389364,-43.9421638579899,"2019-10-31  aAACeiilLnnnoopprsSt",2019-10-31,"LA Clippers","San Antonio","San Antonio","LA Clippers",-0.0197792902052336,0.111471436642778,-31.7492832691203
-0.0217572192257569,0,-0.236752445707272,0.154456325509151,0,0,0,0,1.54964278960269,8.18615909943894,0,0,"2019-10-31 aDeeeelnnNOrrsvw",2019-10-31,"New Orleans","Denver","Denver","New Orleans",-0.0217572192257569,-0.0822961201981218,9.73580188904163
0.0370861691348129,-0.0217999323269005,-0.157834963804848,0.154456325509151,-0.0213421892112915,0.223305961287786,0,0,1.61152748025781,8.51307180920751,-0.922043315801383,-35.3817955971292,"2019-10-31aaaAiilmMntt",2019-10-31,"Atlanta","Miami","Miami","Atlanta",0.0370861691348129,-0.0465207598338897,-25.9559336621775
-0.0273286696571795,-0.0103070280707441,-0.0737787411029547,0.144819485338049,-0.0101311870475819,0,0,0.6590522938493,0.436680109058362,2.60332933013163,-1.17977510642014,-51.2005922078637,"2019-11-01  aaAdeeGilnnnnoooSSttt",2019-11-01,"Golden State","San Antonio","Golden State","San Antonio",-0.0273286696571795,0.709654822966068,-49.3403578750938
-0.0193185423438682,0,-0.221336223308864,0.217229228007074,0,0,0,0,1.30914559440629,7.80465391629509,-1.24390105912844,-53.9835690114013,"2019-11-01 aaaADekllLLrss",2019-11-01,"Dallas","LA Lakers","LA Lakers","Dallas",-0.0193185423438682,-0.00410699530179057,-46.1136705598284
-0.0174338065054421,-0.0334871774819387,-0.147557482205909,0.144819485338049,-0.0329158760834346,0.238480451428262,0,0.6590522938493,1.32896385291149,7.92280322643876,-0.311273125752036,-13.508819003019,"2019-11-01 BeknNooorstwY",2019-11-01,"Boston","New York","Boston","New York",-0.0174338065054421,0.589911243416066,-4.32984459799248
-0.00471183959606543,-0.00788610789727961,-0.147557482205909,0.144819485338049,-0.00775156850610815,0,-0.18746351381733,0.6590522938493,0.485032819698497,2.89159075351607,-0.799187470495841,-34.6836202525532,"2019-11-01aaaCddeeiIllnnnv",2019-11-01,"Indiana","Cleveland","Indiana","Cleveland",-0.00471183959606543,0.640676620578052,-32.2936476636518
-0.00612539147488505,-0.0159717595449644,-0.147557482205909,0.144819485338049,-0.0156992764857537,0,-0.18746351381733,0.6590522938493,0,0,-1.29233681485787,-56.0856131754854,"2019-11-01aaacehmnorSttU",2019-11-01,"Sacramento","Utah","Sacramento","Utah",-0.00612539147488505,0.624643260950722,-57.5654135041606
0.00753894335370468,-0.0334871774819387,-0.147557482205909,0.144819485338049,-0.0329158760834346,0,0,0.6590522938493,0.833766610452365,4.97061585002257,-0.781148659893513,-33.9007610613916,"2019-11-01aadeeikllMnoOruw",2019-11-01,"Orlando","Milwaukee","Orlando","Milwaukee",0.00753894335370468,0.589911243416066,-28.8775272608102
0,-0.0130839601131872,-0.147557482205909,0.144819485338049,-0.0128607437876348,0,0,0.6590522938493,0.37412847821448,2.23041906505317,-0.678181005788125,-29.432108654877,"2019-11-01acCDeghiioortt",2019-11-01,"Chicago","Detroit","Chicago","Detroit",0,0.630369593080618,-27.5057421173975
0.0193185423438682,0,-0.147557482205909,0.144819485338049,0,0,0,0,1.30147361464679,7.7589163397172,-0.364845679968993,-15.8337930485547,"2019-11-01BHklnnoooorstuy",2019-11-01,"Brooklyn","Houston","Houston","Brooklyn",0.0193185423438682,-0.00273799686786039,-7.13824877415975
-0.013599137034523,0,-0.154639436487887,0.229106875890285,0,0,0,0.689624234310622,0.36153450598044,1.92813178127717,-0.412713832050081,-15.4723396205386,"2019-11-02  aaaCeehikllmnNoOOrstwy",2019-11-02,"Oklahoma City","New Orleans","Oklahoma City","New Orleans",-0.013599137034523,0.764091673713021,-13.5953871653311
-0.040797411103569,0,-0.0773197182439434,0.229106875890285,0,0,0,0,0.787201624470559,4.1982948938678,-0.386674800040501,-14.4961553607549,"2019-11-02 aaCdeeeGhllnoorStttt",2019-11-02,"Golden State","Charlotte","Charlotte","Golden State",-0.040797411103569,0.151787157646342,-9.89733364245706
-0.0247698567414526,0,-0.23195915473183,0.229106875890285,0,0,0,0,2.11476451480911,11.2784384435527,-1.18035310945881,-44.2505745227587,"2019-11-02aaaddehhiilllnopPPrt",2019-11-02,"Portland","Philadelphia","Philadelphia","Portland",-0.0247698567414526,-0.00285227884154465,-32.0377246738557
0.027198274069046,-0.00447602171737618,-0.23195915473183,0.229106875890285,-0.00438251415352244,0,0,0.689624234310622,0.53137143830494,2.83390420806513,-1.43544397625625,-53.8137444935404,"2019-11-02aaeghiiMnnnnoossttW",2019-11-02,"Washington","Minnesota","Washington","Minnesota",0.027198274069046,0.677913419598179,-51.8839128234266
0.0184559716897098,0,-0.0773197182439434,0.15273791726019,0,0,0,0,1.23379294779134,6.58005074149363,-0.695862102821022,-26.0873611393827,"2019-11-02adDeelnnoOrrv",2019-11-02,"Orlando","Denver","Denver","Orlando",0.0184559716897098,0.0754181990162469,-18.9693795529188
-0.0179702882241911,-0.0385361415803847,-0.0773197182439434,0.229106875890285,-0.0377310917064049,0,0,0,1.64757295831787,8.7868176629243,-1.13510165517928,-42.5541306079564,"2019-11-02aeeiklMnooortTuw",2019-11-02,"Milwaukee","Toronto","Toronto","Milwaukee",-0.0179702882241911,0.0755199243595524,-33.2548416418935
-0.0339978425863075,-0.00861941048896206,-0.0773197182439434,0.0763689586300951,-0.00843934432137637,0,0,0,0.831209693492314,4.43299823506998,-0.685282804607319,-25.690750989206,"2019-11-02BDeiklnooorrtty",2019-11-02,"Detroit","Brooklyn","Brooklyn","Detroit",-0.0339978425863075,-0.0180095144241866,-21.1118258652511
-0.000971366931037356,0,-0.309278872975773,0.229106875890285,0,0,0,0,1.20663158039396,6.43519404085919,-0.47096413053849,-17.6561006947278,"2019-11-02eehhiimMnopPsx",2019-11-02,"Memphis","Phoenix","Phoenix","Memphis",-0.000971366931037356,-0.080171997085488,-10.4852392040131
-0.0145216334209548,-0.009989235021706,-0.156575508374189,0.157968813709103,-0.00980775786487079,0,0,0.694127107895655,1.68052951071288,8.32592453638545,-1.60848402149275,-57.4478223241836,"2019-11-03  aaAAeikLLnnnoorsSt",2019-11-03,"San Antonio","LA Lakers","San Antonio","LA Lakers",-0.0145216334209548,0.675723420343992,-49.049852298578
-0.0114098548307502,-0.0987732889176722,-0.156575508374189,0.157968813709103,-0.0969788476411289,0,0,0.694127107895655,0.339411495846049,1.68156196197777,-0.368550671391908,-13.162974082846,"2019-11-03 aaceekmnNoorrStwY",2019-11-03,"New York","Sacramento","New York","Sacramento",-0.0114098548307502,0.499768276671767,-11.5105512964141
